annotator,instance,length,scenario,time,label,prediction
4,acl33915,151,s2,1.781,1,1
4,acl25915,400,s2,13.432,1,1
4,acl23096,394,s2,3.505,1,1
4,acl29655,200,s2,3.986,1,1
4,acl24360,137,s2,3.41,1,1
4,acl25031,256,s2,2.773,1,1
4,acl22377,137,s2,9.961,1,1
4,acl11488,52,s2,9.734,1,1
4,acl15435,27,s2,2.462,1,1
4,acl36048,95,s2,41.542,1,1
4,acl33722,177,s2,13.737,1,1
4,acl18160,42,s2,10.137,1,1
4,acl17004,183,s2,4.079,1,1
4,acl28615,228,s2,1.682,1,1
4,acl26218,297,s2,2.474,1,1
4,acl26326,187,s2,20.215,1,1
4,acl39588,75,s2,2.568,1,1
4,acl24714,39,s2,1.803,1,1
4,acl24986,180,s2,13.532,1,1
4,acl17827,38,s2,24.475,1,1
4,acl15037,141,s2,12.757,1,1
4,acl39939,314,s2,35.941,1,1
4,acl18711,98,s2,11.843,1,1
4,acl37972,213,s2,19.772,1,1
4,acl15808,41,s2,3.245,1,1
4,acl24532,253,s2,34.09,1,1
4,acl22953,128,s2,9.071,1,1
4,acl27635,54,s2,51.676,1,1
4,acl26561,87,s2,8.341,1,1
4,acl25881,308,s2,27.562,1,1
4,acl38493,117,s2,29.656,1,1
4,acl27434,126,s2,5.319,1,1
4,acl40659,96,s2,23.549,1,1
4,acl37955,259,s2,6.026,1,1
4,acl17649,103,s2,7.468,1,1
4,acl16982,148,s2,6.705,1,1
4,acl32561,223,s2,12.026,1,1
4,acl19281,167,s2,7.531,1,1
4,acl30523,161,s2,3.656,1,1
4,acl32158,192,s2,19.412,1,1
4,acl20030,85,s2,24.915,1,1
4,acl21053,173,s2,7.489,1,1
4,acl30254,84,s2,14.063,1,1
4,acl22547,826,s2,5.228,1,1
4,acl30632,279,s2,3.09,1,1
4,acl32768,84,s2,47.098,1,1
4,acl14978,126,s2,3.972,1,1
4,acl38523,234,s2,8.037,1,1
4,acl38653,42,s2,13.509,1,1
4,acl30683,627,s2,16.1,1,1
4,acl26444,82,s2,49.313,1,1
4,acl36062,387,s2,36.304,1,1
4,acl41003,208,s2,20.424,1,1
4,acl12576,81,s2,10.666,1,1
4,acl36976,92,s2,47.182,1,1
4,acl39636,151,s2,4.753,1,1
4,acl27104,391,s2,55.293,1,1
4,acl33380,309,s2,21.367,1,0
4,acl38913,97,s2,81.788,1,1
4,acl31960,130,s2,29.121,1,1
4,acl34433,75,s2,5.272,1,1
4,acl11165,31,s2,17.501,1,1
4,acl23336,177,s2,27.959,1,1
4,acl27842,62,s2,3.814,1,1
4,acl35026,337,s2,10.433,1,1
4,acl19204,51,s2,4.954,1,1
4,acl38519,110,s2,10.127,1,1
4,acl32092,38,s2,29.561,1,1
4,acl15972,60,s2,3.342,1,1
4,acl31180,508,s2,1.194,1,1
4,acl11741,65,s2,11.959,1,1
4,acl29720,89,s2,119.641,1,1
4,acl23538,76,s2,4.092,1,1
4,acl40177,131,s2,12.932,1,1
4,acl37511,134,s2,14.899,0,1
4,acl23614,152,s2,8.812,0,1
4,acl16638,50,s2,4.696,0,1
4,acl16277,65,s2,17.09,0,0
4,acl22009,64,s2,26.766,0,1
4,acl38569,228,s2,93.432,0,1
4,acl26547,49,s2,59.665,0,1
4,acl41095,72,s2,7.57,0,1
4,acl11936,64,s2,8.647,0,1
4,acl19948,87,s2,4.761,0,1
4,acl36353,124,s2,8.844,0,1
4,acl26402,146,s2,27.624,0,0
4,acl12496,75,s2,15.566,0,1
4,acl13128,31,s2,17.625,0,1
4,acl14449,67,s2,8.524,0,1
4,acl35570,163,s2,9.38,0,1
4,acl17622,84,s2,13.776,0,1
4,acl26893,386,s2,46.704,0,1
4,acl15844,198,s2,20.276,0,1
4,acl30527,263,s2,17.929,1,1
4,acl25437,212,s2,4.656,1,1
4,acl17891,86,s2,1.791,1,1
4,acl31285,72,s2,4.571,1,1
4,acl22669,620,s2,5.565,1,1
4,acl13436,103,s2,13.532,1,1
4,acl31308,110,s2,9.252,1,1
4,acl39640,382,s2,33.95,1,1
4,acl20225,109,s2,4.949,1,1
4,acl32994,286,s2,58.69,1,1
4,acl13774,50,s2,7.943,1,1
4,acl22119,98,s2,68.942,1,1
4,acl37292,191,s2,6.807,1,1
4,acl29545,57,s2,8.854,1,1
4,acl40510,181,s2,3.867,1,1
4,acl12612,148,s2,10.91,1,1
4,acl30270,130,s2,3.57,1,1
4,acl22630,525,s2,73.51,1,1
4,acl23068,115,s2,14.69,1,1
4,acl35466,158,s2,11.494,1,1
4,acl16491,87,s2,7.587,1,1
4,acl24424,664,s2,9.739,1,1
4,acl31387,166,s2,23.228,1,1
4,acl11958,92,s2,1.973,1,1
4,acl18799,104,s2,12.019,1,1
4,acl21866,253,s2,10.579,1,1
4,acl25718,2029,s2,16.271,1,1
4,acl34257,208,s2,25.419,1,1
4,acl14395,20,s2,2.146,1,1
4,acl33041,330,s2,5.092,1,1
4,acl27508,28,s2,5.331,1,1
4,acl31222,135,s2,21.004,1,1
4,acl26656,145,s2,43.726,1,1
4,acl18696,122,s2,4.077,1,1
4,acl30032,535,s2,3.314,1,1
4,acl24594,91,s2,8.659,1,1
4,acl18655,90,s2,7.335,1,1
4,acl24540,542,s2,24.999,1,1
4,acl39890,52,s2,11.667,1,1
4,acl36629,110,s2,3.788,1,1
4,acl25140,52,s2,45.279,1,1
4,acl23989,29,s2,4.601,1,1
4,acl18761,42,s2,5.827,1,1
4,acl36670,447,s2,16.568,1,1
4,acl13650,76,s2,11.131,1,1
4,acl25453,206,s2,1.883,1,1
4,acl34811,217,s2,12.23,1,1
4,acl29750,274,s2,57.96,1,1
4,acl27277,89,s2,16.12,1,1
4,acl40729,316,s2,6.543,1,1
4,acl33146,138,s2,3.152,1,1
4,acl33922,625,s2,23.651,1,1
4,acl40757,183,s2,8.505,1,1
4,acl31311,292,s2,41.958,1,1
4,acl20614,98,s2,4.055,1,1
4,acl38739,473,s2,1.94,1,1
4,acl30684,511,s2,38.843,1,1
4,acl19809,39,s2,1.202,1,1
4,acl37807,201,s2,9.075,1,1
4,acl18651,74,s2,4.152,1,1
4,acl19288,119,s2,3.983,1,1
4,acl21959,571,s2,12.619,1,1
4,acl39361,219,s2,1.289,1,1
4,acl21278,30,s2,38.301,1,0
4,acl16213,99,s2,16.999,1,1
4,acl16211,99,s2,10.106,1,1
4,acl37171,40,s2,23.77,1,1
4,acl31391,198,s2,17.082,1,1
4,acl21618,298,s2,56.575,1,1
4,acl40288,198,s2,2.208,1,1
4,acl29060,160,s2,13.198,1,0
4,acl14407,26,s2,1.655,1,1
4,acl14097,76,s2,6.501,1,1
4,acl33746,169,s2,19.551,1,1
4,acl11226,38,s2,2.422,1,1
4,acl34852,478,s2,11.659,1,1
4,acl36274,157,s2,22.148,1,1
4,acl30315,64,s2,4.877,1,1
4,acl11179,88,s2,3.265,1,1
4,acl27904,148,s2,34.394,1,1
4,acl20217,32,s2,2.398,1,1
4,acl18736,96,s2,6.919,1,1
4,acl14641,32,s2,1.638,1,1
4,acl27604,86,s2,7.939,1,1
4,acl37367,193,s2,17.978,1,1
4,acl20520,76,s2,8.316,1,1
4,acl31322,209,s2,13.566,1,1
4,acl18499,76,s2,2.215,1,1
4,acl17745,63,s2,4.085,1,1
4,acl27130,110,s2,51.12,1,1
4,acl37067,222,s2,13.971,1,1
4,acl31207,251,s2,3.5,1,1
4,acl33492,144,s2,2.618,1,1
4,acl28195,280,s2,2.669,1,1
4,acl23074,135,s2,11.512,1,1
4,acl29927,177,s2,5.947,1,1
4,acl37360,298,s2,21.652,1,1
4,acl11960,59,s2,4.633,1,1
4,acl35845,287,s2,8.264,1,1
4,acl18872,150,s2,5.086,1,1
4,acl38020,179,s2,11.434,1,1
4,acl39368,13,s2,62.32,1,1
4,acl34875,361,s2,27.578,1,1
4,acl23394,95,s2,5.308,1,1
4,acl31337,267,s2,5.879,1,1
4,acl23454,139,s2,15.369,1,1
4,acl24982,345,s2,27.31,1,1
4,acl33091,55,s2,5.601,1,1
4,acl19936,44,s2,1.766,1,1
4,acl28618,671,s2,9.226,1,1
4,acl28589,79,s2,4.859,1,1
4,acl25759,265,s2,1.653,1,1
4,acl29386,225,s2,47.6,1,1
4,acl23012,139,s2,15.077,1,1
4,acl21611,119,s2,2.375,1,1
4,acl33163,87,s2,10.454,1,1
4,acl14671,43,s2,2.858,1,1
4,acl37342,215,s2,9.348,1,1
4,acl30834,29,s2,2.955,1,1
4,acl27887,593,s2,53.93,1,1
4,acl31275,201,s2,12.562,1,1
4,acl23035,688,s2,13.611,1,1
4,acl36090,159,s2,16.211,1,1
4,acl23014,351,s2,10.034,1,1
4,acl30017,325,s2,5.613,1,1
4,acl21396,273,s2,7.289,1,1
4,acl33005,131,s2,48.09,1,1
4,acl26461,471,s2,36.121,1,1
4,acl12852,16,s2,2.094,1,1
4,acl35262,303,s2,15.924,1,1
4,acl14717,372,s2,7.306,1,1
4,acl13987,75,s2,4.996,1,1
4,acl11679,57,s2,92.445,1,1
4,acl19317,75,s2,4.621,1,1
4,acl24763,122,s2,7.307,1,1
4,acl31216,383,s2,26.121,1,1
4,acl33077,108,s2,3.141,1,1
4,acl16631,118,s2,25.35,1,1
4,acl21412,521,s2,9.182,1,1
4,acl35697,207,s2,8.046,1,1
4,acl37021,269,s2,6.549,1,1
4,acl21096,31,s2,103.755,1,1
4,acl34805,167,s2,15.033,1,1
4,acl40295,131,s2,40.908,1,1
4,acl31224,165,s2,22.673,1,1
4,acl18753,202,s2,15.442,1,1
4,acl33188,718,s2,4.574,1,1
4,acl28492,63,s2,4.618,1,1
4,acl19104,81,s2,2.293,1,1
4,acl36516,135,s2,10.842,1,1
4,acl14903,17,s2,4.057,1,1
4,acl33159,199,s2,14.351,1,1
4,acl26529,96,s2,6.527,1,1
4,acl16657,115,s2,3.116,1,1
4,acl22855,25,s2,10.765,1,1
4,acl25384,170,s2,20.869,1,1
4,acl16499,76,s2,3.899,1,1
4,acl23292,144,s2,8.29,1,1
4,acl37564,124,s2,11.718,1,1
4,acl35506,86,s2,12.841,1,1
4,acl34939,265,s2,3.876,1,1
4,acl32444,79,s2,9.372,1,1
4,acl18687,93,s2,5.018,1,1
4,acl30946,155,s2,7.21,1,1
4,acl37523,168,s2,141.644,1,1
4,acl24471,350,s2,1.05,1,1
4,acl37949,154,s2,36.489,1,1
4,acl24365,301,s2,10.752,1,1
4,acl33135,286,s2,4.298,1,1
4,acl37096,199,s2,13.435,1,1
4,acl26054,656,s2,7.205,1,1
4,acl31240,145,s2,1.744,1,1
4,acl25091,214,s2,1.963,1,1
4,acl36944,176,s2,3.964,1,1
4,acl14608,211,s2,13.337,1,1
4,acl33371,84,s2,25.669,1,1
4,acl31545,185,s2,8.151,1,1
4,acl21287,37,s2,4.329,1,1
4,acl15283,62,s2,17.773,1,1
4,acl26740,189,s2,27.854,1,1
4,acl14058,70,s2,2.738,1,1
4,acl17432,52,s2,37.571,1,1
4,acl18583,108,s2,7.466,1,1
4,acl18986,115,s2,38.581,1,1
4,acl18794,236,s2,3.7,1,1
4,acl13005,83,s2,20.647,1,1
4,acl16826,108,s2,11.156,1,1
4,acl30738,76,s2,11.219,1,1
4,acl16618,48,s2,4.627,1,1
4,acl20856,74,s2,8.566,1,1
4,acl23206,155,s2,3.07,1,1
4,acl16587,358,s2,35.581,1,1
4,acl26723,64,s2,6.355,1,1
4,acl24154,69,s2,3.962,1,1
4,acl15345,115,s2,4.658,1,1
4,acl16824,241,s2,8.063,1,1
4,acl23210,220,s2,4.586,1,1
4,acl15887,63,s2,2.919,1,1
4,acl23637,162,s2,23.489,1,1
4,acl32911,168,s2,12.717,1,1
4,acl21563,109,s2,28.884,1,1
4,acl20216,86,s2,32.653,1,1
4,acl17618,73,s2,49.843,1,1
4,acl26884,594,s2,121.311,1,0
4,acl18683,111,s2,2.23,1,1
4,acl20201,73,s2,23.898,1,1
4,acl15207,73,s2,12.964,1,1
4,acl25221,56,s2,6.418,1,1
4,acl21283,425,s2,14.665,1,1
4,acl18989,88,s2,13.936,1,1
4,acl17096,89,s2,42.634,1,1
4,acl11545,81,s2,6.392,1,1
4,acl32064,110,s2,8.86,1,1
4,acl28018,97,s2,2.227,1,1
4,acl23591,229,s2,98.911,1,0
4,acl14328,25,s2,19.92,1,1
4,acl24681,95,s2,59.465,1,1
4,acl14691,43,s2,2.282,1,1
4,acl32622,184,s2,2.723,1,1
4,acl32095,34,s2,8.744,1,1
4,acl14091,98,s2,1.898,1,1
4,acl17098,69,s2,17.052,1,1
4,acl21144,57,s2,1.565,1,1
4,acl25856,37,s2,10.527,1,1
4,acl28142,71,s2,4.327,1,1
4,acl14885,50,s2,43.093,1,1
4,acl12679,85,s2,4.639,1,1
4,acl11531,94,s2,1.276,1,1
4,acl13718,82,s2,7.079,1,1
4,acl40813,66,s2,10.557,1,1
4,acl14036,42,s2,28.844,1,1
4,acl14427,36,s2,16.447,1,1
4,acl39942,294,s2,1.84,1,1
4,acl36207,99,s2,8.213,1,1
4,acl12085,56,s2,30.924,1,0
4,acl22190,172,s2,2.201,1,1
4,acl15208,49,s2,8.697,1,1
4,acl21437,80,s2,54.88,1,1
4,acl21293,130,s2,13.073,1,1
4,acl31372,236,s2,2.02,1,1
4,acl14057,38,s2,5.203,1,1
4,acl17766,68,s2,5.701,1,1
4,acl32980,96,s2,3.409,1,1
4,acl19005,71,s2,1.456,1,1
4,acl23345,31,s2,3.708,1,1
4,acl34074,67,s2,114.601,1,1
4,acl35803,98,s2,5.935,1,1
4,acl41038,43,s2,8.974,1,1
4,acl33147,106,s2,59.584,1,0
4,acl15178,38,s2,5.317,1,1
4,acl14420,22,s2,12.78,1,1
4,acl14334,26,s2,4.622,1,1
4,acl20199,67,s2,33.272,1,1
4,acl17811,79,s2,6.494,1,1
4,acl16626,44,s2,33.63,1,1
4,acl28249,52,s2,12.439,1,1
4,acl24631,30,s2,4.793,1,1
4,acl18398,95,s2,4.875,1,1
4,acl11707,111,s2,3.799,1,1
4,acl12409,65,s2,6.753,1,1
4,acl18650,171,s2,7.957,1,1
4,acl12841,66,s2,14.156,1,1
4,acl17483,25,s2,3.324,1,1
4,acl27940,123,s2,9.935,1,1
4,acl29473,222,s2,6.37,1,0
4,acl17088,97,s2,3.364,1,1
4,acl17001,63,s2,11.837,1,1
4,acl11533,76,s2,5.032,1,1
4,acl21722,246,s2,1.88,1,1
4,acl11834,62,s2,6.002,1,1
4,acl35756,126,s2,6.502,1,1
4,acl25650,46,s2,4.448,1,1
4,acl14030,29,s2,2.427,1,1
4,acl15291,43,s2,8.321,1,1
4,acl11821,42,s2,5.673,1,1
4,acl23647,303,s2,2.621,1,1
4,acl16177,137,s2,47.266,1,1
4,acl14049,77,s2,8.736,1,1
4,acl39688,52,s2,3.175,1,1
4,acl11688,90,s2,2.516,1,1
4,acl20143,35,s2,2.95,1,1
4,acl17090,79,s2,8.735,1,1
4,acl14808,48,s2,3.572,1,1
4,acl17091,108,s2,26.219,1,1
4,acl26240,573,s2,3.414,1,1
4,acl23971,660,s2,8.05,1,1
4,acl40064,210,s2,7.443,1,1
4,acl20900,65,s2,18.76,1,1
4,acl20733,68,s2,14.189,1,1
4,acl14425,45,s2,5.703,1,1
4,acl14207,45,s2,6.699,1,1
4,acl12028,111,s2,7.282,1,1
4,acl13817,64,s2,5.451,1,1
4,acl15195,65,s2,2.869,1,1
4,acl31376,152,s2,12.446,1,1
4,acl19338,68,s2,4.916,1,1
4,acl35519,95,s2,2.979,1,1
4,acl25923,195,s2,3.597,1,1
4,acl36960,874,s2,5.827,1,1
4,acl19183,65,s2,2.276,1,1
4,acl11345,93,s2,11.544,1,1
4,acl26150,129,s2,3.53,1,1
4,acl25931,82,s2,11.285,1,1
4,acl32630,386,s2,2.409,1,1
4,acl28258,99,s2,4.42,1,1
4,acl29387,225,s2,93.648,1,1
4,acl30816,97,s2,7.028,1,1
4,acl14587,87,s2,2.716,1,1
4,acl25921,131,s2,3.397,1,1
4,acl37318,248,s2,12.444,1,1
4,acl25333,67,s2,3.891,1,1
4,acl19704,155,s2,5.654,1,1
4,acl35049,267,s2,5.351,1,1
4,acl35144,136,s2,12.416,1,1
4,acl40242,62,s2,6.192,1,1
4,acl22094,478,s2,1.933,1,1
4,acl41165,158,s2,15.64,1,1
4,acl25911,78,s2,2.207,1,1
4,acl37922,260,s2,3.52,1,1
4,acl28285,239,s2,5.423,1,1
4,acl19275,99,s2,5.735,1,1
4,acl26275,64,s2,7.727,1,1
4,acl37025,169,s2,8.889,1,1
4,acl21215,179,s2,10.474,1,1
4,acl19020,138,s2,10.679,1,1
4,acl37324,211,s2,5.303,1,1
4,acl18856,118,s2,5.403,1,1
4,acl31362,366,s2,7.687,1,1
4,acl19274,72,s2,2.721,1,1
4,acl29939,445,s2,6.133,1,1
4,acl13335,56,s2,13.034,1,1
4,acl12732,66,s2,4.795,1,1
4,acl13580,42,s2,5.383,1,1
4,acl24577,400,s2,22.277,1,1
4,acl24285,112,s2,3.838,1,1
4,acl33644,82,s2,10.112,1,1
4,acl30932,77,s2,18.64,1,1
4,acl30125,163,s2,19.357,1,1
4,acl39338,107,s2,7.345,1,1
4,acl18734,77,s2,12.324,1,1
4,acl26430,55,s2,2.227,1,1
4,acl19328,88,s2,4.245,1,1
4,acl26708,95,s2,2.289,1,1
4,acl22244,313,s2,36.988,1,1
4,acl22086,78,s2,12.236,1,1
4,acl17935,81,s2,26.45,1,1
4,acl30510,316,s2,21.296,1,1
4,acl13618,49,s2,2.668,1,1
4,acl25635,110,s2,9.342,1,1
4,acl23051,305,s2,3.707,1,1
4,acl20655,37,s2,19.665,1,1
4,acl31882,157,s2,22.694,1,1
4,acl36276,428,s2,1.882,1,1
4,acl13517,29,s2,10.372,1,1
4,acl38628,257,s2,10.765,1,1
4,acl37495,368,s2,7.253,1,1
4,acl11491,92,s2,5.284,1,1
4,acl40417,173,s2,10.952,1,1
4,acl19080,108,s2,10.707,1,1
4,acl27918,211,s2,80.916,1,1
4,acl30253,497,s2,8.186,1,1
4,acl38544,106,s2,16.021,1,1
4,acl30170,142,s2,5.376,1,1
4,acl35105,135,s2,9.064,1,1
4,acl34484,242,s2,143.545,1,1
4,acl19845,64,s2,46.824,1,0
4,acl17132,55,s2,31.598,1,1
4,acl33497,223,s2,13.969,1,1
4,acl26910,153,s2,26.68,1,1
4,acl21050,166,s2,11.22,1,1
4,acl40582,465,s2,7.093,1,1
4,acl14514,57,s2,5.782,1,1
4,acl24907,143,s2,8.314,1,1
4,acl19689,57,s2,8.518,1,1
4,acl35413,235,s2,14.791,1,1
4,acl32951,479,s2,13.775,1,1
4,acl18741,168,s2,15.798,1,1
4,acl40972,213,s2,1.756,1,1
4,acl40049,210,s2,1.446,1,1
4,acl41024,483,s2,6.973,1,1
4,acl40688,97,s2,5.989,1,1
4,acl31493,154,s2,13.421,1,1
4,acl36664,236,s2,52.84,1,1
4,acl34637,99,s2,19.509,1,1
4,acl41125,254,s2,1.548,1,1
4,acl29899,184,s2,10.006,1,1
4,acl24336,414,s2,18.912,1,1
4,acl25792,179,s2,2.787,1,1
4,acl39193,65,s2,10.121,1,1
4,acl33717,123,s2,9.94,1,1
4,acl36786,126,s2,26.998,1,1
4,acl29715,406,s2,5.377,1,1
4,acl26774,262,s2,9.659,1,1
4,acl24765,199,s2,7.199,1,1
4,acl31627,129,s2,8.725,1,1
4,acl35768,557,s2,44.392,1,1
4,acl23532,321,s2,18.427,1,1
4,acl15930,51,s2,8.559,1,1
4,acl29823,230,s2,13.453,1,1
4,acl40718,325,s2,21.034,1,1
4,acl29967,43,s2,3.262,1,1
4,acl11358,49,s2,4.677,1,1
4,acl13434,126,s2,2.829,1,1
4,acl33669,79,s2,51.747,1,1
4,acl40179,187,s2,71.355,1,1
4,acl12504,60,s2,37.046,1,1
4,acl28294,325,s2,19.565,1,1
4,acl29959,134,s2,9.632,1,1
4,acl29369,133,s2,4.339,1,1
4,acl35569,351,s2,22.352,1,1
4,acl34012,109,s2,16.166,1,1
4,acl12468,18,s2,72.195,1,1
4,acl34830,641,s2,7.56,1,1
4,acl14235,105,s2,6.428,1,1
4,acl26466,73,s2,4.556,1,1
4,acl36013,109,s2,19.718,1,1
4,acl17848,31,s2,4.094,1,1
4,acl14471,105,s2,42.484,1,1
4,acl37703,61,s2,6.888,1,1
4,acl35068,49,s2,6.019,1,1
4,acl20626,76,s2,2.268,1,1
4,acl24551,130,s2,13.35,1,1
4,acl19236,39,s2,4.491,1,1
4,acl22831,88,s2,4.937,1,1
4,acl40199,323,s2,5.942,1,1
4,acl39946,199,s2,28.479,1,1
4,acl38837,140,s2,12.298,1,1
4,acl28038,199,s2,11.24,1,1
4,acl24175,335,s2,9.957,1,1
4,acl18863,195,s2,24.056,1,1
4,acl32688,187,s2,13.591,1,1
4,acl22738,360,s2,8.485,1,1
4,acl33823,152,s2,12.895,1,1
4,acl20735,120,s2,13.947,1,1
4,acl26834,170,s2,37.289,1,1
4,acl35427,228,s2,47.384,1,1
4,acl27863,181,s2,11.469,1,1
4,acl27994,464,s2,5.211,1,1
4,acl31666,171,s2,12.067,1,1
4,acl15035,78,s2,3.368,1,1
4,acl17992,56,s2,76.037,1,0
4,acl28753,149,s2,19.121,1,1
4,acl11336,50,s2,7.862,1,1
4,acl34011,583,s2,6.842,1,1
4,acl15044,86,s2,6.568,1,1
4,acl31664,127,s2,6.819,1,1
4,acl19164,117,s2,8.195,1,1
4,acl38058,38,s2,11.371,1,1
4,acl16888,210,s2,35.369,1,1
4,acl39883,368,s2,27.868,1,1
4,acl11380,68,s2,13.035,1,1
4,acl27931,104,s2,10.617,1,1
4,acl19362,32,s2,4.513,1,1
4,acl25390,157,s2,21.402,1,1
4,acl30578,386,s2,8.33,1,1
4,acl23461,231,s2,5.019,1,1
4,acl36334,287,s2,32.04,1,1
4,acl15960,57,s2,3.279,1,1
4,acl26286,293,s2,19.286,1,1
4,acl29275,200,s2,14.992,1,1
4,acl20727,284,s2,24.317,1,1
4,acl39342,188,s2,11.257,1,1
4,acl39667,600,s2,25.441,1,1
4,acl26931,392,s2,10.677,1,1
4,acl28525,36,s2,12.296,1,1
4,acl41122,56,s2,3.521,1,1
4,acl32998,163,s2,26.514,1,1
4,acl21569,260,s2,61.584,1,1
4,acl36017,38,s2,2.921,1,1
4,acl22468,71,s2,6.005,1,1
4,acl40069,164,s2,6.272,1,1
4,acl31673,74,s2,6.17,1,1
4,acl39162,353,s2,8.073,1,1
4,acl40717,158,s2,12.134,1,1
4,acl41217,206,s2,7.495,1,1
4,acl36886,102,s2,6.977,1,1
4,acl16641,81,s2,5.639,1,1
4,acl21765,428,s2,2.725,1,1
4,acl20037,34,s2,1.302,1,1
4,acl11765,34,s2,3.617,1,1
4,acl24165,249,s2,10.585,1,1
4,acl29755,111,s2,6.501,1,1
4,acl41216,105,s2,7.619,1,1
4,acl24004,714,s2,13.447,1,1
4,acl13720,38,s2,3.373,1,1
4,acl23866,317,s2,30.23,1,1
4,acl41139,177,s2,10.669,1,1
4,acl30009,152,s2,25.919,1,1
4,acl22214,190,s2,13.09,1,1
4,acl27310,442,s2,32.73,1,1
4,acl19088,99,s2,90.313,1,1
4,acl37928,229,s2,7.699,1,1
4,acl33306,31,s2,3.107,1,1
4,acl29914,109,s2,15.203,1,1
4,acl31164,174,s2,7.863,1,1
4,acl13978,72,s2,8.418,1,1
4,acl41181,241,s2,16.532,1,1
4,acl26367,122,s2,6.792,1,1
4,acl32408,96,s2,24.007,1,1
4,acl12484,91,s2,48.043,1,1
4,acl12110,152,s2,6.701,1,1
4,acl36261,159,s2,61.353,1,1
4,acl34406,166,s2,38.087,1,1
4,acl34228,282,s2,1.523,1,1
4,acl15691,81,s2,104.677,1,1
4,acl36328,171,s2,9.344,1,1
4,acl33416,398,s2,3.429,1,1
4,acl37697,29,s2,6.623,1,1
4,acl40237,179,s2,8.418,1,1
4,acl27389,82,s2,12.404,1,1
4,acl19973,69,s2,31.911,1,1
4,acl40585,206,s2,21.791,1,1
4,acl12672,70,s2,6.104,1,1
4,acl33439,286,s2,29.159,1,1
4,acl31767,170,s2,51.084,1,1
4,acl19354,82,s2,9.319,1,1
4,acl30936,308,s2,40.493,1,1
4,acl26859,124,s2,1.085,1,1
4,acl22740,431,s2,45.871,1,1
4,acl26513,220,s2,22.217,1,1
4,acl14303,57,s2,24.83,1,1
4,acl12727,53,s2,5.68,1,1
4,acl23003,202,s2,33.626,1,1
4,acl21948,53,s2,5.069,1,1
4,acl21211,380,s2,11.311,1,1
4,acl30534,54,s2,49.855,1,1
4,acl22574,980,s2,147.49,1,0
4,acl31686,162,s2,8.818,1,1
4,acl39955,88,s2,9.128,1,1
4,acl31647,83,s2,17.409,1,1
4,acl18707,87,s2,3.493,1,1
4,acl41097,470,s2,43.087,1,1
4,acl23404,155,s2,1.662,0,1
4,acl11851,31,s2,7.876,0,1
4,acl16696,77,s2,47.151,0,1
4,acl11259,46,s2,16.52,0,0
4,acl33280,69,s2,5.017,0,1
4,acl11234,27,s2,5.855,0,1
4,acl11418,53,s2,11.492,0,1
4,acl40004,175,s2,80.832,0,0
4,acl24978,130,s2,55.252,0,0
4,acl33998,375,s2,7.348,0,1
4,acl25765,143,s2,14.582,0,1
4,acl34562,280,s2,6.221,0,1
4,acl24460,95,s2,53.48,0,0
4,acl26369,165,s2,13.065,0,1
4,acl39789,48,s2,4.079,0,1
4,acl15392,18,s2,14.683,0,1
4,acl18107,48,s2,4.041,0,1
4,acl32567,459,s2,2.455,0,1
4,acl19574,54,s2,8.625,0,1
4,acl15926,48,s2,18.382,0,1
4,acl23173,199,s2,12.158,0,1
4,acl38292,403,s2,21.521,0,1
4,acl23918,145,s2,32.702,0,1
4,acl29022,69,s2,7.028,0,1
4,acl18617,58,s2,9.762,0,1
4,acl37221,338,s2,30.136,0,1
4,acl39779,64,s2,7.014,0,1
4,acl29510,168,s2,2.625,0,1
4,acl32522,383,s2,18.724,0,1
4,acl31244,180,s2,6.414,0,1
4,acl16543,125,s2,6.87,0,1
4,acl13870,28,s2,27.619,0,1
4,acl21222,127,s2,62.925,0,0
4,acl25427,116,s2,33.88,0,1
4,acl14670,39,s2,7.496,0,1
4,acl11651,29,s2,23.81,0,1
4,acl29300,200,s2,19.303,0,1
4,acl15821,30,s2,5.595,0,1
4,acl33490,188,s2,16.124,0,1
4,acl37798,273,s2,2.633,0,1
4,acl34891,154,s2,39.284,0,1
4,acl29191,359,s2,2.077,0,1
4,acl29524,233,s2,70.492,0,1
4,acl40345,161,s2,19.785,0,1
4,acl19720,43,s2,14.68,0,1
4,acl38046,119,s2,8.894,0,1
4,acl30598,271,s2,6.417,0,1
4,acl28355,83,s2,8.063,0,1
4,acl38001,76,s2,12.197,0,1
4,acl20837,36,s2,5.304,0,1
4,acl14995,40,s2,1.68,0,1
4,acl23312,42,s2,2.966,0,1
4,acl39258,242,s2,11.375,0,1
4,acl39117,164,s2,34.811,0,1
4,acl35745,130,s2,8.597,0,1
4,acl24923,54,s2,3.913,0,1
4,acl36173,294,s2,11.355,0,1
4,acl40758,334,s2,9.183,0,1
4,acl21903,107,s2,2.507,0,1
4,acl18514,153,s2,9.127,0,1
4,acl12809,43,s0,3.035,1,1
4,acl17136,117,s0,4.728,1,1
4,acl35548,355,s0,18.741,1,1
4,acl26446,116,s0,8.844,1,1
4,acl31265,715,s0,26.656,1,1
4,acl22204,482,s0,37.755,1,1
4,acl35931,39,s0,2.582,1,1
4,acl25184,100,s0,5.673,1,1
4,acl29678,175,s0,8.055,1,1
4,acl21562,352,s0,4.258,1,1
4,acl27272,54,s0,3.558,1,1
4,acl39692,227,s0,28.707,1,1
4,acl22123,134,s0,4.161,1,1
